,suspect,items
226,D,"Eggs, Tuna, Batteries, Rope, Salt, Mayo, Disposable Gloves, Garbage Bag"
227,D,"Bandages, Eggs, Water Bottle, Salad, Batteries, Rope, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef, Skyflakes"
228,D,"Eggs, Bread, Catnips, Tuna, Batteries, Rope, Salt, Mayo, Tomatoes, Disposable Gloves, Garbage Bag, Skyflakes"
229,D,"Bandages, Eggs, Water Bottle, Bread, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef"
230,D,"Bandages, Eggs, Water Bottle, Tuna, Batteries, Salt, Mayo, Corned Beef, Garbage Bag, Skyflakes"
231,D,"Water Bottle, Salad, Tuna, Batteries, Rope, Mayo, Tomatoes, Flashlight, Corned Beef, Skyflakes"
232,D,"Bandages, Eggs, Bread, Salad, Catnips, Rope, Mayo, Salt, Flashlight, Corned Beef"
233,D,"Bandages, Salad, Tuna, Catnips, Batteries, Rope, Mayo, Tomatoes, Flashlight, Corned Beef, Skyflakes"
234,D,"Eggs, Bread, Salad, Catnips, Batteries, Salt, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
235,D,"Bandages, Eggs, Water Bottle, Salad, Tuna, Salt, Rope, Mayo"
236,D,"Bandages, Eggs, Water Bottle, Salad, Tuna, Batteries, Rope, Catnips, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef"
237,D,"Bandages, Eggs, Catnips, Tuna, Batteries, Rope, Mayo, Salt, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag"
238,D,"Bread, Salad, Tuna, Batteries, Rope, Mayo, Tomatoes, Disposable Gloves, Corned Beef"
239,D,"Eggs, Bread, Catnips, Tuna, Rope, Mayo, Salt, Tomatoes, Disposable Gloves, Corned Beef"
240,E,"Bandages, Eggs, Catnips, Salad, Batteries, Tuna, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
241,E,"Water Bottle, Bread, Catnips, Rope, Salt, Tomatoes, Disposable Gloves, Corned Beef, Skyflakes"
242,E,"Bandages, Eggs, Water Bottle, Catnips, Batteries, Rope, Salt, Tomatoes, Disposable Gloves, Corned Beef"
243,E,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Rope, Mayo, Salt, Tomatoes, Corned Beef, Skyflakes"
244,E,"Eggs, Bread, Catnips, Salad, Tuna, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Skyflakes"
245,E,"Bandages, Eggs, Bread, Tuna, Salt, Mayo, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag"
246,E,"Bandages, Water Bottle, Salad, Catnips, Tuna, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef"
247,E,"Flashlight, Disposable Gloves, Eggs, Bread, Catnips, Batteries, Rope, Salt"
248,E,"Bandages, Water Bottle, Catnips, Batteries, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
249,E,"Eggs, Salad, Tuna, Catnips, Rope, Mayo, Salt, Disposable Gloves, Garbage Bag"
250,E,"Tomatoes, Salt, Disposable Gloves, Eggs, Salad, Batteries, Rope, Skyflakes"
251,E,"Bandages, Eggs, Water Bottle, Tuna, Batteries, Rope, Mayo, Salt, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
252,E,"Bandages, Eggs, Water Bottle, Bread, Salad, Catnips, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Skyflakes"
253,E,"Bandages, Garbage Bag, Flashlight, Bread, Disposable Gloves, Tuna, Batteries, Mayo"
254,E,"Bandages, Water Bottle, Catnips, Salad, Tuna, Rope, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
255,E,"Bread, Catnips, Tuna, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
256,E,"Bandages, Water Bottle, Salad, Catnips, Rope, Salt, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
257,E,"Bandages, Water Bottle, Bread, Catnips, Tuna, Rope, Salt, Mayo, Tomatoes, Disposable Gloves, Corned Beef, Skyflakes"
258,E,"Bandages, Water Bottle, Bread, Tuna, Batteries, Salt, Mayo, Flashlight, Skyflakes"
259,E,"Bandages, Eggs, Water Bottle, Batteries, Rope, Salt, Mayo, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
260,E,"Bandages, Eggs, Salad, Tuna, Rope, Salt, Mayo, Tomatoes, Disposable Gloves, Garbage Bag, Skyflakes"
261,E,"Bandages, Salad, Tuna, Batteries, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
262,E,"Bandages, Water Bottle, Bread, Catnips, Tuna, Salad, Salt, Mayo, Corned Beef, Skyflakes"
263,E,"Eggs, Water Bottle, Bread, Salad, Batteries, Salt, Disposable Gloves, Skyflakes"
264,E,"Water Bottle, Tuna, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
265,E,"Bandages, Bread, Rope, Mayo, Salt, Corned Beef, Garbage Bag, Skyflakes"
266,E,"Bandages, Bread, Salad, Batteries, Rope, Mayo, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
267,E,"Water Bottle, Bread, Salad, Tomatoes, Disposable Gloves, Garbage Bag, Skyflakes"
268,E,"Bandages, Water Bottle, Bread, Rope, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Skyflakes"
269,E,"Salad, Catnips, Batteries, Rope, Tomatoes, Corned Beef, Garbage Bag, Skyflakes"
270,E,"Bandages, Eggs, Salad, Batteries, Salt, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag"
271,E,"Water Bottle, Catnips, Rope, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
272,E,"Eggs, Bread, Catnips, Rope, Mayo, Salt, Flashlight, Garbage Bag"
273,E,"Bandages, Catnips, Salad, Salt, Mayo, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
274,E,"Tomatoes, Garbage Bag, Flashlight, Water Bottle, Tuna, Batteries, Mayo"
275,E,"Eggs, Bread, Catnips, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
276,E,"Bandages, Eggs, Bread, Salad, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
277,E,"Bandages, Bread, Catnips, Batteries, Mayo, Tomatoes, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
278,E,"Bandages, Eggs, Catnips, Salad, Salt, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
279,E,"Bread, Catnips, Tuna, Batteries, Rope, Mayo, Salt, Tomatoes, Disposable Gloves, Skyflakes"
280,E,"Bandages, Eggs, Tuna, Batteries, Salt, Mayo, Tomatoes, Disposable Gloves, Garbage Bag, Skyflakes"
281,E,"Bandages, Eggs, Water Bottle, Bread, Catnips, Batteries, Mayo, Salt, Tomatoes, Flashlight, Garbage Bag"
282,E,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Salt, Mayo, Tomatoes, Garbage Bag"
283,E,"Eggs, Water Bottle, Bread, Salad, Tuna, Batteries, Rope, Salt, Mayo, Tomatoes, Flashlight, Garbage Bag, Skyflakes"
284,E,"Bandages, Eggs, Water Bottle, Bread, Salad, Batteries, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
285,E,"Bandages, Eggs, Water Bottle, Catnips, Tuna, Rope, Salt, Mayo, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
286,E,"Bandages, Eggs, Bread, Salad, Tuna, Mayo, Salt, Flashlight, Disposable Gloves, Garbage Bag"
287,E,"Bandages, Eggs, Water Bottle, Bread, Catnips, Batteries, Salt, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
288,E,"Bandages, Eggs, Water Bottle, Salad, Rope, Salt, Mayo, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
289,E,"Bandages, Water Bottle, Bread, Tuna, Batteries, Mayo, Tomatoes, Disposable Gloves, Garbage Bag"
290,E,"Eggs, Water Bottle, Salad, Catnips, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
291,E,"Eggs, Water Bottle, Bread, Salad, Batteries, Salt, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
292,E,"Bandages, Bread, Salad, Tuna, Batteries, Rope, Mayo, Salt, Disposable Gloves, Corned Beef"
293,E,"Eggs, Tuna, Batteries, Mayo, Salt, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
294,E,"Bandages, Water Bottle, Bread, Catnips, Batteries, Mayo, Tomatoes, Disposable Gloves, Garbage Bag, Skyflakes"
295,E,"Water Bottle, Salad, Tuna, Catnips, Rope, Mayo, Batteries, Salt, Garbage Bag"
296,E,"Bandages, Catnips, Tuna, Batteries, Rope, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
297,E,"Water Bottle, Salad, Tuna, Batteries, Mayo, Flashlight, Disposable Gloves, Skyflakes"
298,E,"Water Bottle, Salad, Catnips, Tuna, Salt, Mayo, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
299,E,"Bread, Salad, Salt, Mayo, Flashlight, Disposable Gloves, Garbage Bag"
300,F,"Water Bottle, Salad, Catnips, Rope, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
301,F,"Bandages, Eggs, Catnips, Batteries, Salt, Mayo, Tomatoes, Flashlight, Corned Beef, Skyflakes"
302,F,"Bandages, Eggs, Bread, Catnips, Tuna, Rope, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
303,F,"Bandages, Water Bottle, Catnips, Tuna, Batteries, Rope, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
304,F,"Disposable Gloves, Bread, Salad, Garbage Bag, Rope, Skyflakes"
305,F,"Bandages, Eggs, Bread, Catnips, Tuna, Batteries, Rope, Salt, Flashlight, Garbage Bag"
306,F,"Salad, Tuna, Batteries, Catnips, Rope, Mayo, Flashlight, Disposable Gloves, Corned Beef"
307,F,"Bandages, Eggs, Water Bottle, Salad, Tuna, Catnips, Salt, Mayo, Flashlight, Disposable Gloves, Corned Beef"
308,F,"Bandages, Salad, Tuna, Catnips, Mayo, Salt, Flashlight, Corned Beef, Garbage Bag"
309,F,"Bandages, Eggs, Catnips, Tuna, Batteries, Rope, Salt, Mayo, Tomatoes, Flashlight, Corned Beef, Skyflakes"
310,F,"Water Bottle, Catnips, Tuna, Salad, Rope, Mayo, Tomatoes, Flashlight, Corned Beef, Skyflakes"
311,F,"Eggs, Catnips, Tuna, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Skyflakes"
312,F,"Eggs, Water Bottle, Bread, Catnips, Rope, Mayo, Tomatoes, Flashlight, Garbage Bag"
313,F,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
314,F,"Water Bottle, Bread, Batteries, Mayo, Flashlight, Disposable Gloves, Skyflakes"
315,F,"Eggs, Water Bottle, Catnips, Tuna, Batteries, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
316,F,"Bandages, Bread, Catnips, Batteries, Rope, Mayo, Tomatoes, Flashlight"
317,F,"Water Bottle, Bread, Batteries, Rope, Salt, Tomatoes, Garbage Bag, Skyflakes"
318,F,"Bandages, Water Bottle, Bread, Catnips, Tuna, Batteries, Rope, Mayo, Salt, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
319,F,"Bread, Catnips, Tuna, Batteries, Rope, Mayo, Tomatoes, Flashlight, Garbage Bag"
320,F,"Eggs, Water Bottle, Salad, Batteries, Rope, Salt, Flashlight, Disposable Gloves, Corned Beef, Skyflakes"
321,F,"Bandages, Eggs, Water Bottle, Catnips, Tuna, Salad, Rope, Tomatoes, Flashlight, Disposable Gloves, Corned Beef"
322,F,"Bandages, Eggs, Water Bottle, Bread, Salad, Catnips, Batteries, Salt, Mayo, Flashlight, Corned Beef, Skyflakes"
323,F,"Eggs, Bread, Salad, Tuna, Catnips, Rope, Salt, Flashlight, Disposable Gloves, Corned Beef, Skyflakes"
324,F,"Garbage Bag, Rope, Flashlight, Bread, Salt, Batteries, Disposable Gloves, Mayo"
325,F,"Catnips, Salad, Tuna, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
326,F,"Bandages, Eggs, Water Bottle, Salad, Catnips, Batteries, Rope, Salt, Flashlight, Disposable Gloves, Garbage Bag"
327,F,"Mayo, Tomatoes, Flashlight, Eggs, Catnips, Rope, Salt"
328,F,"Water Bottle, Bread, Salad, Tuna, Catnips, Rope, Mayo, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
329,F,"Bandages, Water Bottle, Catnips, Tuna, Mayo, Salt, Tomatoes, Flashlight"
330,F,"Eggs, Water Bottle, Bread, Salad, Tuna, Catnips, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves"
331,F,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Skyflakes"
332,F,"Bandages, Eggs, Salad, Tuna, Batteries, Rope, Catnips, Tomatoes, Flashlight, Corned Beef, Skyflakes"
333,F,"Eggs, Water Bottle, Salad, Catnips, Rope, Flashlight, Corned Beef, Garbage Bag"
334,F,"Bandages, Water Bottle, Salad, Tuna, Batteries, Rope, Catnips, Tomatoes, Flashlight, Disposable Gloves, Skyflakes"
335,F,"Bandages, Eggs, Water Bottle, Catnips, Rope, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
336,F,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Batteries, Rope, Salt, Catnips, Flashlight, Disposable Gloves, Corned Beef"
337,F,"Bandages, Tomatoes, Flashlight, Eggs, Catnips, Skyflakes, Mayo"
338,F,"Water Bottle, Bread, Catnips, Tuna, Batteries, Rope, Mayo, Salt, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
339,F,"Bandages, Eggs, Water Bottle, Salad, Tuna, Batteries, Rope, Catnips, Flashlight, Corned Beef"
340,F,"Bandages, Water Bottle, Bread, Salad, Rope, Salt, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
341,F,"Eggs, Bread, Salad, Tuna, Catnips, Rope, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
342,F,"Water Bottle, Bread, Catnips, Tuna, Batteries, Rope, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
343,F,"Tomatoes, Corned Beef, Garbage Bag, Flashlight, Catnips, Tuna, Batteries, Mayo"
344,F,"Salad, Tuna, Batteries, Rope, Mayo, Salt, Catnips, Flashlight, Corned Beef, Garbage Bag"
345,F,"Eggs, Catnips, Salad, Rope, Mayo, Salt, Tomatoes, Flashlight, Skyflakes"
346,F,"Bandages, Bread, Catnips, Tuna, Rope, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Skyflakes"
347,F,"Bandages, Eggs, Water Bottle, Bread, Salad, Catnips, Rope, Flashlight, Corned Beef"
348,F,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Batteries, Rope, Salt, Flashlight, Corned Beef, Garbage Bag"
349,F,"Catnips, Tuna, Batteries, Rope, Salt, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
350,F,"Flashlight, Eggs, Water Bottle, Catnips, Skyflakes, Batteries, Rope, Mayo"
351,F,"Bandages, Eggs, Water Bottle, Catnips, Tuna, Mayo, Flashlight, Disposable Gloves, Skyflakes"
352,F,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Rope, Salt, Tomatoes, Flashlight, Skyflakes"
353,F,"Bread, Catnips, Tuna, Batteries, Rope, Mayo, Flashlight, Disposable Gloves, Garbage Bag"
354,F,"Eggs, Water Bottle, Catnips, Tuna, Batteries, Salt, Tomatoes, Flashlight, Skyflakes"
355,F,"Bandages, Eggs, Catnips, Salad, Tuna, Rope, Salt, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
356,F,"Water Bottle, Catnips, Tuna, Rope, Mayo, Salt, Flashlight, Garbage Bag, Skyflakes"
357,F,"Eggs, Water Bottle, Bread, Salad, Tuna, Batteries, Catnips, Rope, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
358,F,"Water Bottle, Bread, Catnips, Batteries, Rope, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
359,F,"Bandages, Eggs, Water Bottle, Catnips, Batteries, Rope, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
360,G,"Bandages, Eggs, Water Bottle, Bread, Salad, Tuna, Catnips, Rope, Mayo, Salt, Flashlight, Corned Beef, Skyflakes"
361,G,"Bandages, Eggs, Bread, Tuna, Batteries, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef"
362,G,"Eggs, Water Bottle, Bread, Catnips, Salad, Rope, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
363,G,"Eggs, Catnips, Salad, Batteries, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef"
364,G,"Bandages, Eggs, Catnips, Tuna, Batteries, Mayo, Salt, Tomatoes, Disposable Gloves, Corned Beef"
365,G,"Bandages, Eggs, Bread, Catnips, Rope, Mayo, Salt, Tomatoes, Disposable Gloves, Corned Beef, Skyflakes"
366,G,"Bandages, Water Bottle, Bread, Salad, Tuna, Batteries, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
367,G,"Bandages, Bread, Salad, Batteries, Rope, Tomatoes, Flashlight, Corned Beef, Garbage Bag, Skyflakes"
368,G,"Bandages, Eggs, Bread, Catnips, Batteries, Rope, Salt, Flashlight, Disposable Gloves, Skyflakes"
369,G,"Bread, Catnips, Salad, Tuna, Rope, Mayo, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
370,G,"Mayo, Tomatoes, Eggs, Water Bottle, Bread, Batteries, Salt"
371,G,"Bandages, Eggs, Catnips, Tuna, Rope, Salt, Mayo, Disposable Gloves, Skyflakes"
372,G,"Bandages, Bread, Salad, Batteries, Rope, Salt, Flashlight, Corned Beef, Garbage Bag"
373,G,"Bandages, Skyflakes, Water Bottle, Tuna, Garbage Bag, Mayo"
374,G,"Bandages, Eggs, Water Bottle, Bread, Catnips, Batteries, Mayo, Salt, Tomatoes, Corned Beef"
375,G,"Bandages, Eggs, Catnips, Salad, Batteries, Tuna, Salt, Rope, Mayo, Tomatoes, Disposable Gloves"
376,G,"Eggs, Water Bottle, Bread, Catnips, Salad, Tuna, Rope, Salt, Mayo, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
377,G,"Bandages, Eggs, Water Bottle, Rope, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef, Skyflakes"
378,G,"Bandages, Eggs, Catnips, Rope, Salt, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
379,G,"Batteries, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
380,G,"Bandages, Water Bottle, Catnips, Tuna, Batteries, Disposable Gloves, Mayo"
381,G,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Batteries, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef"
382,G,"Bandages, Eggs, Catnips, Rope, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Skyflakes"
383,G,"Flashlight, Salt, Eggs, Disposable Gloves, Batteries, Rope, Mayo"
384,G,"Eggs, Bread, Salad, Tuna, Batteries, Rope, Mayo, Salt, Disposable Gloves"
385,G,"Bandages, Eggs, Water Bottle, Bread, Tuna, Salt, Mayo, Flashlight, Skyflakes"
386,G,"Eggs, Water Bottle, Salad, Batteries, Salt, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag"
387,G,"Bandages, Bread, Catnips, Tuna, Batteries, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef"
388,G,"Bandages, Bread, Catnips, Batteries, Mayo, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
389,G,"Water Bottle, Bread, Batteries, Rope, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag"
390,G,"Eggs, Bread, Catnips, Tuna, Batteries, Rope, Mayo, Salt, Salad, Tomatoes, Flashlight, Corned Beef, Skyflakes"
391,G,"Bandages, Eggs, Water Bottle, Salad, Catnips, Batteries, Rope, Mayo, Salt, Flashlight"
392,G,"Water Bottle, Catnips, Rope, Salt, Corned Beef, Garbage Bag, Skyflakes"
393,G,"Salad, Tuna, Batteries, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
394,G,"Bandages, Eggs, Water Bottle, Catnips, Salad, Tuna, Rope, Salt, Mayo, Garbage Bag, Skyflakes"
395,G,"Bandages, Bread, Salad, Tuna, Rope, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag"
396,G,"Eggs, Bread, Catnips, Tuna, Batteries, Salt, Mayo, Tomatoes, Disposable Gloves, Skyflakes"
397,G,"Eggs, Bread, Catnips, Tuna, Batteries, Salad, Mayo, Salt, Disposable Gloves, Garbage Bag, Skyflakes"
398,G,"Water Bottle, Catnips, Tuna, Batteries, Salt, Mayo, Tomatoes, Garbage Bag, Skyflakes"
399,G,"Bandages, Bread, Catnips, Batteries, Rope, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
400,G,"Bread, Salad, Tuna, Salt, Mayo, Tomatoes, Disposable Gloves, Garbage Bag"
401,G,"Bandages, Eggs, Water Bottle, Salad, Tuna, Batteries, Rope, Mayo, Salt, Disposable Gloves"
402,G,"Bread, Catnips, Tuna, Salad, Rope, Mayo, Salt, Tomatoes"
403,G,"Catnips, Salad, Batteries, Tuna, Mayo, Salt, Tomatoes, Corned Beef"
404,G,"Bread, Catnips, Tuna, Rope, Mayo, Tomatoes, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
405,G,"Eggs, Bread, Salad, Tuna, Catnips, Rope, Salt, Mayo, Corned Beef"
406,G,"Water Bottle, Bread, Catnips, Salad, Batteries, Tuna, Mayo, Salt, Disposable Gloves, Skyflakes"
407,G,"Bandages, Water Bottle, Bread, Catnips, Batteries, Rope, Salt, Mayo, Tomatoes, Corned Beef, Garbage Bag"
408,G,"Bandages, Bread, Salad, Tuna, Batteries, Rope, Salt, Mayo, Tomatoes, Flashlight, Corned Beef, Skyflakes"
409,G,"Water Bottle, Bread, Catnips, Salad, Rope, Mayo, Salt, Tomatoes, Garbage Bag, Skyflakes"
410,G,"Bandages, Water Bottle, Bread, Tuna, Batteries, Mayo, Salt, Tomatoes, Disposable Gloves, Corned Beef"
411,G,"Eggs, Water Bottle, Bread, Salad, Catnips, Batteries, Rope, Salt, Garbage Bag"
412,G,"Water Bottle, Batteries, Salt, Mayo, Tomatoes, Corned Beef, Garbage Bag"
413,G,"Corned Beef, Salt, Garbage Bag, Eggs, Catnips, Tuna, Batteries, Mayo"
414,G,"Mayo, Tomatoes, Flashlight, Water Bottle, Catnips, Tuna, Disposable Gloves, Salt"
415,G,"Bandages, Eggs, Bread, Catnips, Tuna, Rope, Salt, Mayo, Tomatoes, Garbage Bag"
416,G,"Eggs, Water Bottle, Salad, Batteries, Salt, Flashlight, Disposable Gloves, Skyflakes"
417,G,"Bandages, Eggs, Salad, Tuna, Rope, Salt, Mayo, Disposable Gloves, Skyflakes"
418,G,"Mayo, Salt, Eggs, Water Bottle, Salad, Tuna, Batteries, Catnips"
419,G,"Bandages, Eggs, Bread, Catnips, Batteries, Salt, Tomatoes, Disposable Gloves, Garbage Bag, Skyflakes"
420,H,"Bandages, Bread, Salad, Tuna, Batteries, Rope, Mayo, Catnips, Salt, Tomatoes, Flashlight"
421,H,"Water Bottle, Bread, Catnips, Salt, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
422,H,"Bandages, Catnips, Tuna, Batteries, Rope, Mayo, Flashlight, Disposable Gloves, Corned Beef"
423,H,"Eggs, Water Bottle, Bread, Salad, Tuna, Salt, Mayo, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
424,H,"Bandages, Eggs, Catnips, Tuna, Batteries, Rope, Salt, Mayo, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
425,H,"Bandages, Eggs, Water Bottle, Bread, Tuna, Rope, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
426,H,"Bandages, Eggs, Tuna, Rope, Salt, Mayo, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag"
427,H,"Water Bottle, Bread, Salad, Tuna, Batteries, Catnips, Salt, Mayo, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
428,H,"Eggs, Bread, Catnips, Tuna, Batteries, Mayo, Salt, Tomatoes"
429,H,"Bandages, Eggs, Water Bottle, Bread, Catnips, Tuna, Batteries, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
430,H,"Bandages, Eggs, Salad, Tuna, Batteries, Mayo, Salt, Tomatoes, Garbage Bag"
431,H,"Bandages, Eggs, Water Bottle, Tuna, Rope, Mayo, Salt, Flashlight, Disposable Gloves, Garbage Bag, Skyflakes"
432,H,"Bandages, Eggs, Bread, Salad, Tuna, Rope, Mayo, Salt, Disposable Gloves, Corned Beef, Skyflakes"
433,H,"Water Bottle, Bread, Tuna, Batteries, Rope, Mayo, Salt, Tomatoes"
434,H,"Bandages, Eggs, Bread, Batteries, Rope, Salt, Mayo, Tomatoes, Disposable Gloves, Corned Beef, Garbage Bag"
435,H,"Eggs, Catnips, Salad, Batteries, Mayo, Salt, Garbage Bag, Skyflakes"
436,H,"Bandages, Eggs, Water Bottle, Bread, Batteries, Rope, Salt, Tomatoes, Flashlight"
437,H,"Eggs, Water Bottle, Tuna, Rope, Mayo, Salt, Corned Beef, Garbage Bag, Skyflakes"
438,H,"Eggs, Water Bottle, Catnips, Tuna, Batteries, Salad, Mayo, Salt, Tomatoes, Flashlight, Disposable Gloves, Corned Beef, Skyflakes"
439,H,"Bandages, Eggs, Tuna, Rope, Mayo, Salt, Tomatoes, Flashlight, Corned Beef, Garbage Bag"
440,H,"Eggs, Water Bottle, Salad, Tuna, Batteries, Mayo, Salt, Flashlight, Disposable Gloves, Corned Beef, Garbage Bag, Skyflakes"
441,H,"Eggs, Water Bottle, Bread, Salad, Tuna, Batteries, Mayo, Salt, Tomatoes, Disposable Gloves"
442,H,"Bandages, Eggs, Bread, Tuna, Batteries, Rope, Salt, Mayo, Tomatoes, Flashlight, Corned Beef, Skyflakes"
443,H,"Bandages, Bread, Salad, Catnips, Mayo, Tomatoes, Disposable Gloves, Skyflakes"
444,H,"Bandages, Flashlight, Eggs, Bread, Salad, Garbage Bag, Salt"
445,H,"Bandages, Bread, Rope, Mayo, Salt, Tomatoes, Disposable Gloves, Garbage Bag, Skyflakes"
446,H,"Bandages, Eggs, Water Bottle, Catnips, Salad, Salt, Flashlight, Skyflakes"
447,H,"Eggs, Water Bottle, Bread, Catnips, Tuna, Batteries, Salt, Mayo, Tomatoes, Flashlight"
448,H,"Bandages, Eggs, Water Bottle, Salad, Tuna, Batteries, Salt, Mayo, Flashlight, Corned Beef"
